age,mx_m,qx_m,lx_m,dx_m,ex_m,mx_f,qx_f,lx_f,dx_f,ex_f,year_start,year_end,k1t_m,k2t_m,ax_m,b1x_m,b2x_m,k1t_f,k2t_f,ax_f,b1x_f,b2x_f,log_mx_m,log_M1x_m,log_M2x_m,log_mx_f,log_M1x_f,log_M2x_f,E1x_m,E2x_m,E1x_f,E2x_f
18,0.000403,0.000403,99354.8,40.0,61.78,0.000225,0.000225,99480.5,22.4,65.43,2017,2019,4.959144192033705,-2.152678178546807,-7.125808892584075,-0.08677897490224792,0.13772207825327734,4.066566511281792,-1.4748563551319356,-8.115095304808891,-0.05988566796282808,0.1133269953685511,-7.816573996017591,-7.556158341961197,-7.852629654521143,-8.399410155759854,-8.35862435665227,-8.525765395979585,0.260415654056394,-0.0360556585035523,0.04078579910758506,-0.12635524021973055
19,0.000451,0.000451,99314.7,44.8,60.81,0.000195,0.000195,99458.1,19.4,64.44,2017,2019,4.959144192033705,-2.152678178546807,-7.105307233016008,-0.07639113965908964,0.15983276075215846,4.066566511281792,-1.4748563551319356,-8.103296373072473,-0.046178729226356456,0.1563593715051349,-7.704043218461596,-7.484141909579218,-7.828210405867282,-8.542510999400527,-8.291085246877923,-8.521692859626707,0.21990130888237758,-0.12416718740568644,0.2514257525226036,0.02081813977381941
20,0.000509,0.000509,99270.0,50.6,59.83,0.000186,0.000186,99438.7,18.5,63.45,2017,2019,4.959144192033705,-2.152678178546807,-7.067420474532656,-0.0636899719790952,0.11716353087440033,4.066566511281792,-1.4748563551319356,-8.10788627123272,-0.06429047826779283,0.133674787688314,-7.583062541413751,-7.383268229163575,-7.635483605398392,-8.589763884251074,-8.369327777150817,-8.566478887293838,0.19979431225017574,-0.052421063984640526,0.22043610710025696,0.023284996957235293
21,0.000518,0.000518,99219.4,51.4,58.86,0.000205,0.000205,99420.3,20.4,62.46,2017,2019,4.959144192033705,-2.152678178546807,-7.08287665516948,-0.0492186573364605,0.19880046246780592,4.066566511281792,-1.4748563551319356,-8.087769122729675,-0.04714181369744037,0.24843387814454942,-7.565535315704791,-7.326959073839285,-7.754912491278745,-8.492500578825865,-8.279474443592772,-8.645878727604334,0.23857624186550552,-0.18937717557395395,0.21302613523309333,-0.15337814877846867
22,0.000514,0.000514,99168.1,50.9,57.89,0.000219,0.000219,99399.9,21.8,61.48,2017,2019,4.959144192033705,-2.152678178546807,-7.073243359229822,-0.04325341363562637,0.21829740676000825,4.066566511281792,-1.4748563551319356,-8.104965374859258,-0.053830425706141244,0.21898350563181868,-7.573287292509109,-7.287743274246569,-7.757667338212196,-8.426438828147774,-8.323870381323895,-8.646839596274052,0.2855440182625397,-0.18438004570308664,0.102568446823879,-0.22040076812627873
23,0.000517,0.000517,99117.1,51.2,56.92,0.00021,0.00021,99378.1,20.9,60.49,2017,2019,4.959144192033705,-2.152678178546807,-7.081669668311767,-0.02552706745359087,0.2194669220173807,4.066566511281792,-1.4748563551319356,-8.092738477698985,-0.0494855174550232,0.10727297595554137,-7.567467683455845,-7.208262076613894,-7.680703730553543,-8.468403027246806,-8.293974625775032,-8.452186856096978,0.35920560684195113,-0.11323604709769786,0.17442840147177385,0.01621617114982854
24,0.000573,0.000573,99065.9,56.7,55.95,0.000217,0.000217,99357.2,21.6,59.5,2017,2019,4.959144192033705,-2.152678178546807,-7.088105918721797,-0.02422298256705354,0.27060923929540354,4.066566511281792,-1.4748563551319356,-8.06066648952778,-0.04967650849250283,0.2067250449518457,-7.464624841249535,-7.208231182032934,-7.7907657863773006,-8.435613204423815,-8.262679315360797,-8.567569061672963,0.2563936592166005,-0.3261409451277659,0.17293388906301743,-0.1319558572491477
25,0.00063,0.000629,99009.2,62.3,54.98,0.00025,0.00025,99335.6,24.8,58.52,2017,2019,4.959144192033705,-2.152678178546807,-7.074578679811781,-0.014508530811258177,0.2542292466396051,4.066566511281792,-1.4748563551319356,-8.017673703618623,-0.05714730335621572,0.10028895649459096,-7.369790738578696,-7.1465285761193735,-7.693802327708846,-8.294049640102028,-8.250067013657072,-8.39797881849267,0.2232621624593225,-0.3240115891301496,0.0439826264449561,-0.10392917839064175
26,0.000616,0.000616,98946.8,60.9,54.02,0.000258,0.000258,99310.7,25.6,57.53,2017,2019,4.959144192033705,-2.152678178546807,-7.060210997021161,-0.02030619000000552,0.1937518075526792,4.066566511281792,-1.4748563551319356,-7.9495236064741475,-0.046265564709972104,0.05235978603932754,-7.392263594430754,-7.160912321222021,-7.577997609394674,-8.262550973042657,-8.13766560254926,-8.21488876574271,0.23135127320873305,-0.18573401496391995,0.12488537049339676,0.04766220729994686
27,0.000656,0.000655,98885.9,64.8,53.05,0.000287,0.000287,99285.1,28.5,56.55,2017,2019,4.959144192033705,-2.152678178546807,-7.042828005595709,-0.012330820304120114,0.2375752429354288,4.066566511281792,-1.4748563551319356,-7.902753458148237,-0.047240981195269836,0.12692039439813543,-7.329349769020185,-7.1039783214898975,-7.615401362719951,-8.156028342204653,-8.094862050237014,-8.282051400510955,0.22537144753028748,-0.2860515936997663,0.06116629196763945,-0.126023058306302
28,0.000731,0.00073,98821.1,72.2,52.09,0.000309,0.000309,99256.6,30.6,55.56,2017,2019,4.959144192033705,-2.152678178546807,-7.0167071694641345,-0.014703757605798513,0.18878509370181404,4.066566511281792,-1.4748563551319356,-7.850539244481397,-0.044052522775225006,0.027228605254334043,-7.2210970982144955,-7.089625223596002,-7.496018775242812,-8.082169281066529,-8.029681758336606,-8.06984003983734,0.13147187461849352,-0.27492167702831605,0.05248752272992263,0.012329241229188881
29,0.00076,0.00076,98748.9,75.1,51.12,0.000309,0.000309,99226.0,30.7,54.58,2017,2019,4.959144192033705,-2.152678178546807,-6.9893863660772295,-0.0009725523324474235,0.22718695798650324,4.066566511281792,-1.4748563551319356,-7.795770294215776,-0.04785753847777876,0.02256820604416107,-7.182192124683898,-6.994209393328135,-7.483269800236111,-8.082169281066529,-7.9903861575018915,-8.023671019610049,0.1879827313557625,-0.30107767555221354,0.09178312356463714,0.05849826145647974
30,0.000791,0.00079,98673.9,78.0,50.16,0.000358,0.000358,99195.3,35.5,53.6,2017,2019,4.959144192033705,-2.152678178546807,-6.9498661748665524,0.004841581955984763,0.15256273557609548,4.066566511281792,-1.4748563551319356,-7.710839930695568,-0.03983124417147263,0.008826379404170895,-7.14221259019662,-6.925856071829275,-7.2542745435633424,-7.934977571563574,-7.872816334345966,-7.885833976103013,0.21635651836734482,-0.1120619533667222,0.06216123721760791,0.049143595460560796
31,0.000848,0.000848,98595.9,83.6,49.2,0.00038,0.00038,99159.8,37.6,52.61,2017,2019,4.959144192033705,-2.152678178546807,-6.914414356223507,0.001664235423684556,0.18196923544958746,4.066566511281792,-1.4748563551319356,-7.6354491330682865,-0.05705260664481032,0.044329510655723325,-7.072629922172371,-6.906161172787965,-7.297882375107139,-7.875339305243843,-7.867457352631405,-7.932837013141888,0.16646874938440614,-0.22525245293476726,0.00788195261243807,-0.05749770789804476
32,0.000845,0.000845,98512.3,83.2,48.24,0.000438,0.000438,99122.2,43.5,51.63,2017,2019,4.959144192033705,-2.152678178546807,-6.85816149192832,0.004360409666987813,0.14055198194342544,4.066566511281792,-1.4748563551319356,-7.552994407945814,-0.04817372030138486,-0.02169916988346558,-7.0761739306071005,-6.83653759165339,-7.139100776134507,-7.733291647587828,-7.748896045647282,-7.716892887043565,0.2396363389537104,-0.06292684552740635,-0.015604398059453573,0.016398760544262814
33,0.000939,0.000938,98429.1,92.3,47.28,0.000473,0.000472,99078.7,46.8,50.66,2017,2019,4.959144192033705,-2.152678178546807,-6.820915465771662,0.006000606742825858,0.1305046159944066,4.066566511281792,-1.4748563551319356,-7.476596749486736,-0.04808510636830821,0.004029227204411135,-6.970695078756012,-6.791157591694299,-7.072092030745089,-7.656415169472341,-7.67213803273552,-7.678080564084216,0.17953748706171258,-0.10139695198907717,-0.0157228632631794,-0.02166539461187522
34,0.000964,0.000963,98336.7,94.7,46.33,0.000542,0.000542,99031.9,53.6,49.68,2017,2019,4.959144192033705,-2.152678178546807,-6.783391605877742,0.008959671999059829,0.07579517276671885,4.066566511281792,-1.4748563551319356,-7.380342090989289,-0.04510673467566507,-0.06081013550311701,-6.944419263353728,-6.738959300521077,-6.902121914975178,-7.520244556524628,-7.563771627654622,-7.474085412851416,0.20545996283265122,0.04229734837855048,-0.043527071129993544,0.04615914367321228
35,0.001078,0.001077,98242.0,105.8,45.37,0.000571,0.000571,98978.3,56.5,48.71,2017,2019,4.959144192033705,-2.152678178546807,-6.719284969583359,0.009442335043380403,0.022048731638793517,4.066566511281792,-1.4748563551319356,-7.2882266968077225,-0.053565198962178096,-0.0003010536205307124,-6.8326478064953315,-6.672459068593743,-6.719922892057208,-7.468121348308264,-7.506053141077462,-7.505609130231987,0.1601887379015885,0.11272491443812349,-0.037931792769198225,-0.03748778192372271
36,0.001149,0.001148,98136.2,112.7,44.42,0.000634,0.000634,98921.8,62.7,47.73,2017,2019,4.959144192033705,-2.152678178546807,-6.669817538443443,0.003614464631851368,0.044346255284562125,4.066566511281792,-1.4748563551319356,-7.212720125967629,-0.052932683430622116,0.04492878495395868,-6.768863280115518,-6.651892887157086,-6.747356103208428,-7.363461603527048,-7.427974403758878,-7.49423790777658,0.11697039295843226,0.021507176907089587,-0.06451280023182981,-0.13077630424953224
37,0.001306,0.001306,98023.5,128.0,43.47,0.000771,0.00077,98859.1,76.2,46.76,2017,2019,4.959144192033705,-2.152678178546807,-6.600449722419886,-0.003933465982690122,0.03198661075602443,4.066566511281792,-1.4748563551319356,-7.1280002480206095,-0.049743792987242456,-0.01082066673675635,-6.640786248127898,-6.619956347402506,-6.6888132263826705,-7.167822184400944,-7.3302866907266635,-7.314327761623193,0.020829900725392037,-0.04802697825477242,-0.16246450632571907,-0.146505577222249
38,0.00126,0.001259,97895.5,123.3,42.53,0.000718,0.000717,98783.0,70.9,45.8,2017,2019,4.959144192033705,-2.152678178546807,-6.540442456971964,-0.00670699932392473,0.01822037683877932,4.066566511281792,-1.4748563551319356,-7.030605636212642,-0.05507932073374422,-0.01804022064483475,-6.676643558018751,-6.573703433715179,-6.612926041340919,-7.23904098891605,-7.254589357372636,-7.227982623306619,0.10294012430357125,0.06371751667783165,-0.015548368456586026,0.011058365609430965
39,0.001392,0.001391,97772.3,136.0,41.58,0.000833,0.000833,98712.1,82.2,44.83,2017,2019,4.959144192033705,-2.152678178546807,-6.4483449397569155,-0.012714616830311465,0.0316036264577832,4.066566511281792,-1.4748563551319356,-6.932852467082524,-0.06218538627225021,-0.013973916519486944,-6.577013717069909,-6.511398557964888,-6.579430995003503,-7.0904769157974314,-7.185733476388379,-7.165123956803531,0.06561515910502091,-0.002417277933593809,-0.09525656059094789,-0.07464704100609953
40,0.001521,0.00152,97636.3,148.4,40.64,0.000884,0.000883,98629.9,87.1,43.87,2017,2019,4.959144192033705,-2.152678178546807,-6.358347546795789,-0.02368098285825894,-0.022589128837336585,4.066566511281792,-1.4748563551319356,-6.838069016310077,-0.05533196158755926,-0.02986804415277825,-6.488387265704981,-6.475784955398974,-6.427157830678457,-7.03105349532663,-7.063080118305575,-7.019029043571489,0.012602310306006892,0.061229435026524115,-0.032026622978944985,0.012024451755141108
41,0.001662,0.00166,97487.9,161.9,39.7,0.000967,0.000966,98542.8,95.2,42.91,2017,2019,4.959144192033705,-2.152678178546807,-6.271156515352886,-0.02890162248523027,-0.009008133591961445,4.066566511281792,-1.4748563551319356,-6.742451263250261,-0.05929017038263395,-0.0029401872267795365,-6.399733582548881,-6.414483828640867,-6.395092216028017,-6.941312062510979,-6.983558684576471,-6.979222330759778,-0.014750246091986163,0.004641366520863777,-0.04224662206549201,-0.037910268248798396
42,0.001806,0.001804,97326.0,175.6,38.76,0.001055,0.001055,98447.6,103.9,41.95,2017,2019,4.959144192033705,-2.152678178546807,-6.194341918806549,-0.034033933464448864,-0.03859285750670713,4.066566511281792,-1.4748563551319356,-6.639605799726529,-0.065538791049437,0.011304352111275071,-6.316640823987344,-6.363121102278832,-6.2800431000763774,-6.854214512054107,-6.9061236525980645,-6.922795948150028,-0.046480278291488375,0.03659772391096627,-0.05190914054395712,-0.06858143609592027
43,0.001982,0.00198,97150.4,192.3,37.83,0.001153,0.001152,98343.7,113.3,40.99,2017,2019,4.959144192033705,-2.152678178546807,-6.09955291599393,-0.039015657351380004,-0.016664400262635316,4.066566511281792,-1.4748563551319356,-6.530649505248857,-0.06611235353639332,0.0272369810013409,-6.223648843074341,-6.293037186546403,-6.257164095742459,-6.765388037695215,-6.7994997881219765,-6.839670422646412,-0.06938834347206235,-0.033515252668117945,-0.034111750426761844,-0.07428238495119732
44,0.002073,0.00207,96958.1,200.7,36.91,0.001298,0.001297,98230.4,127.4,40.04,2017,2019,4.959144192033705,-2.152678178546807,-6.016355972685208,-0.050243406612005145,-0.07707886718338587,4.066566511281792,-1.4748563551319356,-6.436378986141131,-0.07154973779555468,0.005419122778147594,-6.178758445528494,-6.265520270773121,-6.099594275360339,-6.646930660700239,-6.727340753751527,-6.735333181420118,-0.0867618252446265,0.07916417016815558,-0.0804100930512881,-0.08840252071987909
45,0.00233,0.002327,96757.3,225.1,35.98,0.00141,0.001409,98103.0,138.2,39.09,2017,2019,4.959144192033705,-2.152678178546807,-5.902091205494697,-0.05971916378839394,-0.0825104718762084,4.066566511281792,-1.4748563551319356,-6.332738432812223,-0.08123014473540596,-0.03424043397877283,-6.061887011404528,-6.198247149749021,-6.020628657439507,-6.56416557459206,-6.6630662190997985,-6.61256649744373,-0.136360138344493,0.041258353965020866,-0.09890064450773828,-0.04840092285166975
46,0.002471,0.002468,96532.2,238.3,35.06,0.001547,0.001545,97964.8,151.4,38.14,2017,2019,4.959144192033705,-2.152678178546807,-5.807256548557679,-0.06774937959546665,-0.06389387818093734,4.066566511281792,-1.4748563551319356,-6.241287526907504,-0.0783312096791058,-0.021572604218682186,-6.003132351975664,-6.143235490892424,-6.005692533589593,-6.471437707391208,-6.559826600976748,-6.528010108548078,-0.14010313891676063,-0.0025601816139291245,-0.08838889358553992,-0.056572401156870455
47,0.002677,0.002673,96293.9,257.4,34.15,0.001675,0.001673,97813.4,163.7,37.2,2017,2019,4.959144192033705,-2.152678178546807,-5.71038312817003,-0.07172387230077511,-0.04835328149971029,4.066566511281792,-1.4748563551319356,-6.1354199470190975,-0.08532357363070821,0.004924006481560987,-5.923058514443921,-6.0660721529205865,-5.961983098975029,-6.391942113705107,-6.482393934168622,-6.489656136420662,-0.14301363847666515,-0.0389245845311077,-0.09045182046351474,-0.09771402271555552
48,0.002821,0.002817,96036.5,270.6,33.24,0.001817,0.001815,97649.7,177.3,36.26,2017,2019,4.959144192033705,-2.152678178546807,-5.617968024502403,-0.07692679043547555,-0.07316081168344225,4.066566511281792,-1.4748563551319356,-6.039843566543508,-0.08359999448413413,-0.052622804310606834,-5.870663846962278,-5.999459070502286,-5.841967387666568,-6.3105684895681025,-6.37980850445603,-6.302197427093668,-0.12879522354000805,0.028696459295709964,-0.06924001488792797,0.008371062474434865
49,0.003151,0.003146,95766.0,301.3,32.33,0.001918,0.001916,97472.5,186.8,35.33,2017,2019,4.959144192033705,-2.152678178546807,-5.509065801690927,-0.0842463327344147,-0.05425235409762344,4.066566511281792,-1.4748563551319356,-5.950208473410837,-0.09503116563716624,-0.05769548003052061,-5.760035416207,-5.926855513370938,-5.81006765457019,-6.256472302520891,-6.33665902911901,-6.251566483733609,-0.16682009716393864,-0.05003223836319037,-0.08018672659811976,0.0049058187872814685
50,0.003348,0.003342,95464.7,319.0,31.43,0.002146,0.002143,97285.7,208.5,34.4,2017,2019,4.959144192033705,-2.152678178546807,-5.404410193299023,-0.08814213621887781,-0.06760021220012134,4.066566511281792,-1.4748563551319356,-5.826244719817301,-0.08632858935298528,-0.04129096028729886,-5.699392126354908,-5.841519756202315,-5.69599825453398,-6.144149634773631,-6.177305670246349,-6.116407435057126,-0.14212762984740657,0.003393871820928318,-0.03315603547271806,0.0277421997165046
51,0.003584,0.003577,95145.6,340.3,30.54,0.002339,0.002337,97077.2,226.8,33.47,2017,2019,4.959144192033705,-2.152678178546807,-5.30481220358798,-0.09056115064535913,-0.08902058603804863,4.066566511281792,-1.4748563551319356,-5.75485982246508,-0.09373463491671408,-0.007329270521168278,-5.631275783869453,-5.753918007834803,-5.562285334829247,-6.058031791380095,-6.1360379497646145,-6.125228328557989,-0.1226422239653493,0.06899044904020624,-0.07800615838451908,-0.06719653717789331
52,0.003892,0.003885,94805.3,368.3,29.65,0.002547,0.002543,96850.4,246.3,32.55,2017,2019,4.959144192033705,-2.152678178546807,-5.202279775356786,-0.09555418123397263,-0.07753032063768803,4.066566511281792,-1.4748563551319356,-5.647567162956197,-0.10087308783218885,-0.04695051069241465,-5.548832114658379,-5.676146738247777,-5.509248908835288,-5.972839082984817,-6.0577742838241635,-5.988529024752766,-0.12731462358939805,0.039583205823090495,-0.08493520083934669,-0.015689941767949023
53,0.004111,0.004103,94437.0,387.5,28.76,0.002689,0.002686,96604.0,259.5,31.63,2017,2019,4.959144192033705,-2.152678178546807,-5.089313707985459,-0.10459995145582897,-0.08222089505994114,4.066566511281792,-1.4748563551319356,-5.564192085471745,-0.10531256803217923,-0.07546077111171838,-5.494088971066396,-5.608039949734641,-5.431044823118519,-5.918585901695409,-5.99245264784849,-5.881158850011215,-0.1139509786682451,0.06304414794787672,-0.07386674615308042,0.03742705168419391
54,0.004469,0.004459,94049.5,419.4,27.88,0.002908,0.002904,96344.6,279.7,30.71,2017,2019,4.959144192033705,-2.152678178546807,-4.991986398067663,-0.11166564095206317,-0.08509569516351538,4.066566511281792,-1.4748563551319356,-5.46382584963811,-0.10192329391331768,-0.0947260959315616,-5.410590609030822,-5.545752412844808,-5.362568766778038,-5.8402897193108645,-5.878303703385539,-5.738596318804038,-0.13516180381398613,0.048021842252784275,-0.03801398407467449,0.10169340050682685
55,0.004755,0.004744,93630.2,444.2,27.0,0.003188,0.003182,96064.8,305.7,29.8,2017,2019,4.959144192033705,-2.152678178546807,-4.884215493005489,-0.11104571832819901,-0.0970819320402771,4.066566511281792,-1.4748563551319356,-5.3704195232495096,-0.113872689496024,-0.0636470377997381,-5.348558582984784,-5.4349072221029875,-5.225921065468719,-5.7483615180541685,-5.8334903889036305,-5.7396201507193645,-0.08634863911820378,0.12263751751606478,-0.08512887084946197,0.008741367334804018
56,0.005389,0.005375,93186.0,500.8,26.12,0.003539,0.003532,95759.1,338.2,28.89,2017,2019,4.959144192033705,-2.152678178546807,-4.77825303688903,-0.11714344487599325,-0.08901687628964526,4.066566511281792,-1.4748563551319356,-5.275841718842147,-0.11518365587057712,-0.10669198294344043,-5.223395440030777,-5.359184271180633,-5.1675595840695125,-5.643911077618811,-5.744243716452442,-5.586888367366681,-0.1357888311498554,0.05583585596126461,-0.1003326388336312,0.057022710252129905
57,0.005854,0.005836,92685.2,541.0,25.26,0.003816,0.003809,95420.9,363.5,27.99,2017,2019,4.959144192033705,-2.152678178546807,-4.669792075665098,-0.12450187334296801,-0.05844818370974886,4.066566511281792,-1.4748563551319356,-5.174181223049144,-0.11868362756111352,-0.0415938239736987,-5.140630090712443,-5.287214817751194,-5.161394688103523,-5.568552525396097,-5.656816088326609,-5.595471172704761,-0.1465847270387517,-0.020764597391080386,-0.08826356293051241,-0.02691864730866378
58,0.006375,0.006355,92144.2,585.6,24.41,0.00424,0.004231,95057.4,402.2,27.1,2017,2019,4.959144192033705,-2.152678178546807,-4.573741818447654,-0.12804231512995562,-0.07407632383030509,4.066566511281792,-1.4748563551319356,-5.089003684126101,-0.12658984731249803,-0.05679089645287278,-5.055371187937647,-5.208722121858923,-5.049259636002458,-5.463192009738271,-5.60378971787538,-5.520031303328222,-0.15335093392127597,0.006111551935188864,-0.14059770813710948,-0.05683929358995066
59,0.006915,0.006891,91558.7,630.9,23.56,0.004631,0.004621,94655.2,437.4,26.21,2017,2019,4.959144192033705,-2.152678178546807,-4.4719163607416,-0.13360157401476797,-0.0594245041663108,4.066566511281792,-1.4748563551319356,-4.978628699013323,-0.12566184215232082,-0.05199833352847256,-4.974062313865415,-5.134465830563498,-5.006543997173717,-5.374982451483522,-5.4896409380559295,-5.412950865395191,-0.16040351669808217,-0.03248168330830126,-0.11465848657240763,-0.03796841391166961
60,0.007607,0.007578,90927.7,689.0,22.72,0.005082,0.005069,94217.8,477.6,25.33,2017,2019,4.959144192033705,-2.152678178546807,-4.35793452970522,-0.13220772503899345,-0.040875737913010184,4.066566511281792,-1.4748563551319356,-4.8748821909908635,-0.13039377223368695,-0.01903772637742271,-4.878686402966973,-5.0135717014743335,-4.925579392436998,-5.282050394084164,-5.40513713843608,-5.377059226701076,-0.13488529850736075,-0.046892989470025626,-0.12308674435191591,-0.0950088326169114
61,0.008342,0.008307,90238.7,749.6,21.89,0.005533,0.005518,93740.2,517.2,24.46,2017,2019,4.959144192033705,-2.152678178546807,-4.258323182216679,-0.13483536076036592,-0.026866263799264458,4.066566511281792,-1.4748563551319356,-4.779475826364125,-0.126289321611661,-0.012395349225763908,-4.7864522832073835,-4.926991178412217,-4.8691567585924584,-5.197025115066165,-5.293039752362602,-5.274758392782904,-0.1405388952048332,-0.08270447538507497,-0.09601463729643722,-0.07773327771673966
62,0.009286,0.009243,89489.1,827.2,21.07,0.006318,0.006298,93223.0,587.1,23.59,2017,2019,4.959144192033705,-2.152678178546807,-4.154878621092748,-0.1346585350481046,-0.013872868647558061,4.066566511281792,-1.4748563551319356,-4.689871449831292,-0.13321135738277534,0.013064730039426944,-4.679247389384407,-4.8226697130843235,-4.792805891472879,-5.064352576602244,-5.231584294686477,-5.2508528948132085,-0.1434223236999168,-0.1135585020884724,-0.1672317180842331,-0.1865003182109648
63,0.010257,0.010205,88661.9,904.8,20.26,0.006781,0.006758,92635.9,626.1,22.74,2017,2019,4.959144192033705,-2.152678178546807,-4.054145496024396,-0.13657282091863854,-0.015680935881966368,4.066566511281792,-1.4748563551319356,-4.594576083276319,-0.13046937468465136,-0.015432873353928084,-4.5797948796568635,-4.731429807672722,-4.697673799180421,-4.993630695280432,-5.125138473116799,-5.1023772017728115,-0.15163492801585843,-0.11787891952355789,-0.1315077778363669,-0.1087465064923796
64,0.011044,0.010983,87757.1,963.8,19.47,0.007349,0.007322,92009.8,673.7,21.89,2017,2019,4.959144192033705,-2.152678178546807,-3.9485504453265063,-0.13736446436865765,-0.0062527958605994765,4.066566511281792,-1.4748563551319356,-4.49228361859087,-0.12800050982925829,0.026362336193549017,-4.505867984914229,-4.6297606309921555,-4.616300373788135,-4.913191029435403,-5.012806205289527,-5.051686864360708,-0.12389264607792683,-0.11043238887390672,-0.09961517585412416,-0.1384958349253047
65,0.012143,0.01207,86793.3,1047.6,18.68,0.008081,0.008049,91336.1,735.1,21.05,2017,2019,4.959144192033705,-2.152678178546807,-3.848881503979518,-0.1387074053299573,0.01856190767144501,4.066566511281792,-1.4748563551319356,-4.395412516206216,-0.12876219247197385,0.07329108717624287,-4.411002406910455,-4.5367515275136405,-4.576709341110161,-4.818239651730827,-4.919032536031965,-5.027126361728375,-0.1257491206031851,-0.16570693419970528,-0.10079288430113831,-0.20888670999754844
66,0.013475,0.013385,85745.7,1147.7,17.9,0.008675,0.008637,90601.0,782.5,20.21,2017,2019,4.959144192033705,-2.152678178546807,-3.7545788708606933,-0.13550920652847429,0.02542173951920198,4.066566511281792,-1.4748563551319356,-4.300857622888303,-0.12447515462048703,0.08221195766212558,-4.306919162187076,-4.426588565383472,-4.481313389307159,-4.747309953149214,-4.807044118154598,-4.928294946380422,-0.1196694031963963,-0.17439422712008312,-0.0597341650053842,-0.18098499323120798
67,0.014607,0.014502,84598.0,1226.8,17.13,0.009502,0.009457,89818.5,849.4,19.39,2017,2019,4.959144192033705,-2.152678178546807,-3.650580640695826,-0.13681206801193116,0.05368145607202111,4.066566511281792,-1.4748563551319356,-4.202403501902102,-0.12543157563945345,0.0966400853767005,-4.226254413113463,-4.329051413177314,-4.444610312256173,-4.656252976217408,-4.7124793468548125,-4.855009590933132,-0.10279700006385095,-0.21835589914270948,-0.05622637063740488,-0.19875661471572403
68,0.015956,0.01583,83371.2,1319.8,16.38,0.010473,0.010419,88969.0,926.9,18.57,2017,2019,4.959144192033705,-2.152678178546807,-3.554801684422628,-0.13380485746730458,0.036463011105254337,4.066566511281792,-1.4748563551319356,-4.106794903517439,-0.1199782737932944,0.11635638261305417,-4.137920344938977,-4.218359266197509,-4.2968523945279,-4.558954762191129,-4.594694533806648,-4.766303484163674,-0.08043892125853169,-0.15893204958892237,-0.035739771615519444,-0.2073487219725454
69,0.017571,0.017418,82051.4,1429.1,15.63,0.011448,0.011383,88042.1,1002.2,17.76,2017,2019,4.959144192033705,-2.152678178546807,-3.4563096106148112,-0.1325990479249355,0.05729220998967573,4.066566511281792,-1.4748563551319356,-4.005217460642368,-0.11969559088301707,0.12593030647804135,-4.0415054632063825,-4.113887409000954,-4.237219099246451,-4.469940236727988,-4.491967542075331,-4.677696654888183,-0.07238194579457158,-0.1957136360400682,-0.02202730534734343,-0.2077564181601952
70,0.018597,0.018425,80622.3,1485.5,14.9,0.012593,0.012514,87040.0,1089.2,16.95,2017,2019,4.959144192033705,-2.152678178546807,-3.3608897809807887,-0.1340979410397251,0.0696694125875111,4.066566511281792,-1.4748563551319356,-3.9001780544562425,-0.1188548555867635,0.12736071864818835,-3.984755001594245,-4.025900806451619,-4.1758766306409285,-4.3746141749584275,-4.383509229888609,-4.57134799518106,-0.04114580485737429,-0.1911216290466835,-0.008895054930181168,-0.19673382022263208
71,0.020634,0.020423,79136.8,1616.2,14.17,0.013503,0.013413,85950.7,1152.8,16.16,2017,2019,4.959144192033705,-2.152678178546807,-3.2601401657456677,-0.12924764231399274,0.0847137663394523,4.066566511281792,-1.4748563551319356,-3.8054228537608044,-0.11396755621561468,0.16321212487991826,-3.880815078303953,-3.9010978604611544,-4.083459336682607,-4.304843396003232,-4.268879501239848,-4.509593940853582,-0.020282782157201584,-0.20264425837865385,0.03596389476338402,-0.20475054485035038
72,0.022744,0.022488,77520.6,1743.3,13.46,0.015449,0.015331,84797.9,1300.0,15.38,2017,2019,4.959144192033705,-2.152678178546807,-3.1582869480088704,-0.12917550417681253,0.07785429470490712,4.066566511281792,-1.4748563551319356,-3.69283847312084,-0.11382504533670988,0.16046870544208688,-3.7834539046334386,-3.798886899300336,-3.9664821406177415,-4.170211002652224,-4.155715590632236,-4.392383880653293,-0.015432994666897404,-0.18302823598430296,0.014495412019988052,-0.22217287800106877
73,0.02601,0.025676,75777.3,1945.6,12.76,0.017621,0.017467,83497.9,1458.4,14.61,2017,2019,4.959144192033705,-2.152678178546807,-3.062468903505389,-0.1277489312722218,0.08706708085806715,4.066566511281792,-1.4748563551319356,-3.5881278445021545,-0.11034208730999877,0.16088126187844518,-3.6492741995215767,-3.695994274062541,-3.8834216790954725,-4.038663906395543,-4.0368412815419275,-4.2741180330449975,-0.04672007454096416,-0.2341474795738958,0.0018226248536157286,-0.2354541266494543
74,0.028686,0.028281,73831.7,2088.0,12.08,0.019479,0.019292,82039.5,1582.7,13.86,2017,2019,4.959144192033705,-2.152678178546807,-2.9609420472811774,-0.12470712648450719,0.0920264259208953,4.066566511281792,-1.4748563551319356,-3.4839242293175423,-0.10578418493725274,0.13920277009723656,-3.5513460801101155,-3.5793826692920336,-3.777485948221599,-3.938418316787678,-3.914102653206614,-4.119406743336493,-0.028036589181918092,-0.22613986811148346,0.024315663581063962,-0.18098842654881553
