age,mx_m,qx_m,lx_m,dx_m,ex_m,mx_f,qx_f,lx_f,dx_f,ex_f,year_start,year_end
98,0.401929,0.334672,2214.2,741.0,2.2,0.340677,0.291092,5172.5,1505.7,2.49,2011,2013
99,0.44846,0.36632,1473.2,539.7,2.05,0.380057,0.319368,3666.8,1171.1,2.31,2011,2013
100,0.474764,0.383684,933.5,358.2,1.95,0.409021,0.339574,2495.7,847.5,2.16,2011,2013
0,0.004362,0.004353,100000.0,435.3,79.05,0.003577,0.003571,100000.0,357.1,82.79,2012,2014
1,0.000333,0.000333,99564.7,33.1,78.4,0.000259,0.000259,99642.9,25.8,82.09,2012,2014
2,0.000178,0.000178,99531.6,17.7,77.42,0.000132,0.000132,99617.1,13.1,81.11,2012,2014
3,0.000117,0.000117,99513.9,11.6,76.44,0.000115,0.000115,99604.0,11.4,80.12,2012,2014
4,9.9e-05,9.9e-05,99502.3,9.8,75.45,8.7e-05,8.7e-05,99592.6,8.7,79.13,2012,2014
5,9.9e-05,9.9e-05,99492.5,9.8,74.45,8.7e-05,8.7e-05,99584.0,8.7,78.14,2012,2014
6,9.4e-05,9.4e-05,99482.7,9.3,73.46,8.1e-05,8.1e-05,99575.3,8.1,77.14,2012,2014
7,9e-05,9e-05,99473.3,9.0,72.47,7.9e-05,7.9e-05,99567.2,7.9,76.15,2012,2014
8,8.3e-05,8.3e-05,99464.3,8.2,71.47,6.9e-05,6.9e-05,99559.3,6.9,75.16,2012,2014
9,8.9e-05,8.9e-05,99456.1,8.9,70.48,6.6e-05,6.6e-05,99552.4,6.6,74.16,2012,2014
10,9.4e-05,9.4e-05,99447.2,9.4,69.49,7.4e-05,7.4e-05,99545.8,7.4,73.17,2012,2014
11,9.4e-05,9.4e-05,99437.9,9.4,68.49,6.5e-05,6.5e-05,99538.4,6.5,72.17,2012,2014
12,0.000109,0.000109,99428.5,10.8,67.5,6.6e-05,6.6e-05,99531.9,6.6,71.18,2012,2014
13,0.000116,0.000116,99417.7,11.5,66.51,9.3e-05,9.3e-05,99525.3,9.3,70.18,2012,2014
14,0.000131,0.000131,99406.2,13.1,65.51,0.000106,0.000106,99516.0,10.6,69.19,2012,2014
15,0.000148,0.000148,99393.1,14.7,64.52,0.000128,0.000128,99505.5,12.8,68.2,2012,2014
16,0.000217,0.000217,99378.4,21.6,63.53,0.000144,0.000144,99492.7,14.3,67.2,2012,2014
17,0.00031,0.00031,99356.8,30.8,62.54,0.00016,0.00016,99478.4,15.9,66.21,2012,2014
18,0.000444,0.000444,99326.0,44.1,61.56,0.000183,0.000183,99462.5,18.2,65.22,2012,2014
19,0.000473,0.000473,99281.9,46.9,60.59,0.000196,0.000196,99444.4,19.5,64.24,2012,2014
20,0.000463,0.000463,99235.0,46.0,59.62,0.0002,0.000199,99424.9,19.8,63.25,2012,2014
21,0.000472,0.000472,99189.0,46.8,58.65,0.000205,0.000205,99405.1,20.4,62.26,2012,2014
22,0.000471,0.000471,99142.2,46.7,57.67,0.000211,0.000211,99384.7,20.9,61.27,2012,2014
23,0.000562,0.000561,99095.6,55.6,56.7,0.000228,0.000228,99363.7,22.6,60.29,2012,2014
24,0.000535,0.000535,99039.9,53.0,55.73,0.000227,0.000227,99341.1,22.6,59.3,2012,2014
25,0.000576,0.000576,98987.0,57.0,54.76,0.000257,0.000257,99318.6,25.5,58.31,2012,2014
26,0.000658,0.000658,98929.9,65.1,53.79,0.000259,0.000259,99293.1,25.7,57.33,2012,2014
27,0.000631,0.00063,98864.8,62.3,52.83,0.000273,0.000273,99267.4,27.1,56.34,2012,2014
28,0.000634,0.000634,98802.5,62.7,51.86,0.00034,0.00034,99240.3,33.8,55.36,2012,2014
29,0.000715,0.000714,98739.8,70.5,50.89,0.000318,0.000318,99206.6,31.5,54.38,2012,2014
30,0.000758,0.000758,98669.3,74.8,49.93,0.000367,0.000367,99175.0,36.4,53.39,2012,2014
31,0.000795,0.000795,98594.5,78.4,48.97,0.000419,0.000419,99138.7,41.5,52.41,2012,2014
32,0.000797,0.000797,98516.1,78.5,48.01,0.000421,0.000421,99097.2,41.7,51.43,2012,2014
33,0.000874,0.000874,98437.7,86.0,47.04,0.000466,0.000466,99055.4,46.2,50.46,2012,2014
34,0.000921,0.000921,98351.7,90.5,46.09,0.000534,0.000534,99009.3,52.8,49.48,2012,2014
35,0.001011,0.00101,98261.1,99.2,45.13,0.000559,0.000559,98956.4,55.3,48.51,2012,2014
36,0.001041,0.00104,98161.9,102.1,44.17,0.000595,0.000595,98901.1,58.8,47.53,2012,2014
37,0.001169,0.001168,98059.8,114.5,43.22,0.00063,0.00063,98842.3,62.2,46.56,2012,2014
38,0.001346,0.001345,97945.2,131.8,42.27,0.000726,0.000726,98780.1,71.7,45.59,2012,2014
39,0.001412,0.001411,97813.5,138.0,41.32,0.000817,0.000816,98708.3,80.6,44.62,2012,2014
40,0.001569,0.001567,97675.5,153.1,40.38,0.000878,0.000877,98627.8,86.5,43.66,2012,2014
41,0.00162,0.001618,97522.4,157.8,39.44,0.000952,0.000952,98541.2,93.8,42.7,2012,2014
42,0.001683,0.001681,97364.5,163.7,38.51,0.001053,0.001052,98447.4,103.6,41.74,2012,2014
43,0.001871,0.001869,97200.8,181.7,37.57,0.00115,0.001149,98343.8,113.0,40.78,2012,2014
44,0.00205,0.002048,97019.1,198.7,36.64,0.001264,0.001263,98230.8,124.1,39.83,2012,2014
45,0.002237,0.002235,96820.4,216.4,35.72,0.001376,0.001375,98106.7,134.9,38.88,2012,2014
46,0.002351,0.002348,96604.0,226.8,34.79,0.001441,0.00144,97971.8,141.1,37.93,2012,2014
47,0.002494,0.002491,96377.2,240.1,33.87,0.001617,0.001616,97830.7,158.1,36.98,2012,2014
48,0.002669,0.002666,96137.1,256.3,32.96,0.001707,0.001705,97672.6,166.6,36.04,2012,2014
49,0.002933,0.002929,95880.8,280.9,32.04,0.001922,0.00192,97506.0,187.2,35.1,2012,2014
50,0.003097,0.003092,95600.0,295.6,31.14,0.002154,0.002152,97318.9,209.4,34.17,2012,2014
51,0.00342,0.003414,95304.4,325.3,30.23,0.002342,0.002339,97109.5,227.2,33.24,2012,2014
52,0.0037,0.003693,94979.0,350.8,29.33,0.002556,0.002553,96882.3,247.4,32.32,2012,2014
53,0.004065,0.004057,94628.3,383.9,28.44,0.002779,0.002775,96634.9,268.1,31.4,2012,2014
54,0.004528,0.004518,94244.3,425.8,27.56,0.002976,0.002971,96366.8,286.3,30.49,2012,2014
55,0.004869,0.004857,93818.6,455.7,26.68,0.003404,0.003398,96080.4,326.5,29.58,2012,2014
56,0.005362,0.005348,93362.9,499.3,25.81,0.003679,0.003673,95754.0,351.7,28.67,2012,2014
57,0.005978,0.00596,92863.6,553.5,24.94,0.004041,0.004033,95402.3,384.8,27.78,2012,2014
58,0.006622,0.0066,92310.1,609.3,24.09,0.004396,0.004386,95017.5,416.8,26.89,2012,2014
59,0.007435,0.007407,91700.9,679.2,23.24,0.004787,0.004775,94600.7,451.8,26.01,2012,2014
60,0.008025,0.007992,91021.6,727.5,22.41,0.005244,0.005231,94149.0,492.5,25.13,2012,2014
61,0.008841,0.008802,90294.1,794.7,21.59,0.005832,0.005815,93656.5,544.6,24.26,2012,2014
62,0.009721,0.009674,89499.4,865.8,20.78,0.006315,0.006295,93111.9,586.1,23.4,2012,2014
63,0.010399,0.010345,88633.6,916.9,19.98,0.006793,0.00677,92525.8,626.4,22.54,2012,2014
64,0.011382,0.011317,87716.7,992.7,19.18,0.0074,0.007373,91899.3,677.6,21.69,2012,2014
65,0.012199,0.012125,86723.9,1051.5,18.39,0.00798,0.007948,91221.8,725.1,20.85,2012,2014
66,0.013298,0.01321,85672.4,1131.7,17.61,0.008625,0.008588,90496.7,777.2,20.01,2012,2014
67,0.014741,0.014633,84540.7,1237.1,16.84,0.009699,0.009652,89719.6,866.0,19.18,2012,2014
68,0.01629,0.016158,83303.6,1346.0,16.09,0.010828,0.01077,88853.5,956.9,18.36,2012,2014
69,0.01815,0.017987,81957.6,1474.1,15.34,0.01181,0.01174,87896.6,1031.9,17.56,2012,2014
70,0.02,0.019802,80483.4,1593.7,14.61,0.013226,0.01314,86864.7,1141.4,16.76,2012,2014
71,0.022319,0.022073,78889.7,1741.3,13.9,0.014554,0.014449,85723.3,1238.6,15.98,2012,2014
72,0.025588,0.025265,77148.4,1949.2,13.2,0.016638,0.016501,84484.7,1394.1,15.2,2012,2014
73,0.027638,0.027261,75199.2,2050.0,12.53,0.018484,0.018315,83090.7,1521.8,14.45,2012,2014
74,0.030512,0.030054,73149.2,2198.4,11.87,0.020449,0.020242,81568.8,1651.1,13.71,2012,2014
75,0.033856,0.033293,70950.8,2362.1,11.22,0.022829,0.022571,79917.7,1803.8,12.98,2012,2014
76,0.037353,0.036669,68588.6,2515.0,10.59,0.025482,0.025162,78113.9,1965.5,12.27,2012,2014
77,0.041139,0.04031,66073.6,2663.4,9.97,0.028687,0.028281,76148.4,2153.6,11.58,2012,2014
78,0.046635,0.045573,63410.2,2889.8,9.37,0.031844,0.031345,73994.9,2319.3,10.9,2012,2014
79,0.051006,0.049737,60520.4,3010.1,8.79,0.036583,0.035926,71675.5,2575.0,10.23,2012,2014
80,0.058088,0.056449,57510.3,3246.4,8.23,0.04175,0.040896,69100.5,2825.9,9.6,2012,2014
81,0.065504,0.063426,54263.9,3441.8,7.69,0.046952,0.045875,66274.6,3040.3,8.98,2012,2014
82,0.074421,0.071752,50822.1,3646.6,7.18,0.053215,0.051836,63234.2,3277.8,8.39,2012,2014
83,0.083564,0.080212,47175.6,3784.1,6.69,0.06099,0.059186,59956.4,3548.6,7.82,2012,2014
84,0.09359,0.089406,43391.5,3879.5,6.23,0.070264,0.06788,56407.9,3828.9,7.28,2012,2014
85,0.105974,0.100641,39512.0,3976.5,5.8,0.079347,0.076319,52578.9,4012.8,6.78,2012,2014
86,0.118902,0.11223,35535.5,3988.1,5.39,0.089688,0.085839,48566.1,4168.9,6.3,2012,2014
87,0.132772,0.124506,31547.3,3927.8,5.01,0.101555,0.096648,44397.3,4290.9,5.84,2012,2014
88,0.148583,0.138307,27619.5,3820.0,4.65,0.113289,0.107216,40106.4,4300.0,5.41,2012,2014
89,0.165847,0.153147,23799.5,3644.8,4.31,0.130259,0.122294,35806.3,4378.9,5.0,2012,2014
90,0.182,0.166819,20154.7,3362.2,4.0,0.146624,0.136609,31427.4,4293.3,4.63,2012,2014
91,0.202149,0.183592,16792.5,3083.0,3.71,0.164032,0.151598,27134.2,4113.5,4.28,2012,2014
92,0.226237,0.203246,13709.5,2786.4,3.43,0.181938,0.166767,23020.7,3839.1,3.96,2012,2014
93,0.249385,0.221736,10923.1,2422.1,3.17,0.20301,0.184303,19181.6,3535.2,3.65,2012,2014
94,0.264669,0.233737,8501.1,1987.0,2.93,0.226023,0.203074,15646.4,3177.4,3.37,2012,2014
95,0.318997,0.275116,6514.1,1792.1,2.68,0.260391,0.230395,12469.0,2872.8,3.1,2012,2014
96,0.348923,0.297092,4721.9,1402.8,2.5,0.293254,0.255754,9596.2,2454.3,2.87,2012,2014
97,0.375876,0.316411,3319.1,1050.2,2.35,0.310817,0.26901,7141.9,1921.3,2.69,2012,2014
98,0.409918,0.340192,2268.9,771.9,2.21,0.342499,0.292422,5220.7,1526.6,2.5,2012,2014
99,0.439964,0.360631,1497.0,539.9,2.09,0.378692,0.318404,3694.0,1176.2,2.32,2012,2014
100,0.461034,0.374667,957.2,358.6,1.98,0.40373,0.33592,2517.8,845.8,2.17,2012,2014
0,0.004297,0.004288,100000.0,428.8,79.07,0.003489,0.003483,100000.0,348.3,82.8,2013,2015
1,0.000324,0.000324,99571.2,32.3,78.41,0.000258,0.000258,99651.7,25.8,82.09,2013,2015
2,0.000172,0.000172,99539.0,17.1,77.43,0.000136,0.000136,99626.0,13.5,81.11,2013,2015
3,0.000124,0.000124,99521.9,12.4,76.45,0.000111,0.000111,99612.4,11.0,80.12,2013,2015
4,0.0001,0.0001,99509.5,10.0,75.46,8.4e-05,8.4e-05,99601.4,8.3,79.13,2013,2015
5,8.7e-05,8.7e-05,99499.5,8.6,74.46,7.2e-05,7.2e-05,99593.1,7.2,78.14,2013,2015
6,9.2e-05,9.2e-05,99490.9,9.1,73.47,7.6e-05,7.6e-05,99585.9,7.5,77.14,2013,2015
7,9.8e-05,9.8e-05,99481.8,9.7,72.48,7.9e-05,7.9e-05,99578.4,7.9,76.15,2013,2015
8,7.2e-05,7.2e-05,99472.1,7.2,71.48,7.1e-05,7.1e-05,99570.5,7.1,75.15,2013,2015
9,8.7e-05,8.7e-05,99464.9,8.6,70.49,6.6e-05,6.6e-05,99563.4,6.6,74.16,2013,2015
10,9.6e-05,9.6e-05,99456.3,9.6,69.49,6.9e-05,6.9e-05,99556.8,6.8,73.16,2013,2015
11,9.3e-05,9.3e-05,99446.7,9.3,68.5,5.9e-05,5.9e-05,99550.0,5.9,72.17,2013,2015
12,9.9e-05,9.9e-05,99437.4,9.9,67.51,6e-05,6e-05,99544.1,6.0,71.17,2013,2015
13,0.000118,0.000118,99427.6,11.7,66.51,0.000106,0.000106,99538.1,10.5,70.18,2013,2015
14,0.000121,0.000121,99415.8,12.0,65.52,0.000113,0.000113,99527.6,11.2,69.18,2013,2015
15,0.000165,0.000165,99403.8,16.4,64.53,0.00014,0.00014,99516.3,13.9,68.19,2013,2015
16,0.000213,0.000213,99387.5,21.1,63.54,0.000158,0.000158,99502.4,15.7,67.2,2013,2015
17,0.000297,0.000297,99366.3,29.6,62.55,0.000154,0.000154,99486.7,15.3,66.21,2013,2015
18,0.000418,0.000417,99336.8,41.5,61.57,0.000199,0.000199,99471.4,19.8,65.22,2013,2015
19,0.000472,0.000472,99295.3,46.9,60.6,0.000206,0.000206,99451.7,20.5,64.24,2013,2015
20,0.000459,0.000459,99248.4,45.5,59.63,0.000198,0.000198,99431.2,19.7,63.25,2013,2015
21,0.00049,0.00049,99202.9,48.6,58.65,0.000201,0.000201,99411.5,19.9,62.26,2013,2015
22,0.000474,0.000474,99154.4,47.0,57.68,0.000209,0.000209,99391.5,20.8,61.27,2013,2015
23,0.000548,0.000547,99107.4,54.3,56.71,0.000226,0.000226,99370.8,22.5,60.29,2013,2015
24,0.000557,0.000557,99053.1,55.2,55.74,0.000213,0.000213,99348.3,21.2,59.3,2013,2015
25,0.000609,0.000609,98997.9,60.3,54.77,0.000252,0.000252,99327.1,25.1,58.31,2013,2015
26,0.00064,0.000639,98937.6,63.3,53.8,0.000279,0.000279,99302.1,27.7,57.33,2013,2015
27,0.000656,0.000656,98874.3,64.9,52.84,0.000262,0.000262,99274.3,26.0,56.34,2013,2015
28,0.000641,0.00064,98809.5,63.3,51.87,0.000322,0.000322,99248.3,32.0,55.36,2013,2015
29,0.000691,0.000691,98746.2,68.2,50.91,0.000332,0.000332,99216.3,32.9,54.38,2013,2015
30,0.000736,0.000736,98677.9,72.6,49.94,0.000377,0.000377,99183.4,37.4,53.39,2013,2015
31,0.000766,0.000766,98605.3,75.5,48.98,0.000409,0.000409,99146.0,40.5,52.41,2013,2015
32,0.000877,0.000876,98529.8,86.3,48.01,0.00044,0.00044,99105.4,43.6,51.43,2013,2015
33,0.000867,0.000866,98443.5,85.3,47.06,0.000468,0.000468,99061.8,46.3,50.46,2013,2015
34,0.000947,0.000947,98358.2,93.1,46.1,0.00052,0.00052,99015.5,51.5,49.48,2013,2015
35,0.001021,0.001021,98265.0,100.3,45.14,0.000579,0.000579,98964.0,57.3,48.51,2013,2015
36,0.001079,0.001079,98164.7,105.9,44.18,0.000646,0.000646,98906.7,63.9,47.53,2013,2015
37,0.001177,0.001177,98058.8,115.4,43.23,0.000662,0.000661,98842.8,65.4,46.56,2013,2015
38,0.001352,0.001351,97943.5,132.3,42.28,0.000737,0.000737,98777.5,72.8,45.59,2013,2015
39,0.00139,0.00139,97811.1,135.9,41.34,0.000821,0.000821,98704.7,81.0,44.63,2013,2015
40,0.001542,0.00154,97675.2,150.5,40.4,0.000902,0.000902,98623.7,89.0,43.66,2013,2015
41,0.001649,0.001648,97524.8,160.7,39.46,0.000942,0.000941,98534.8,92.8,42.7,2013,2015
42,0.001767,0.001766,97364.1,171.9,38.52,0.001069,0.001068,98442.0,105.2,41.74,2013,2015
43,0.001842,0.001841,97192.1,178.9,37.59,0.001152,0.001151,98336.8,113.2,40.79,2013,2015
44,0.00205,0.002048,97013.3,198.7,36.66,0.001268,0.001267,98223.6,124.4,39.83,2013,2015
45,0.002229,0.002227,96814.6,215.6,35.73,0.001384,0.001383,98099.2,135.7,38.88,2013,2015
46,0.002362,0.002359,96599.0,227.9,34.81,0.00147,0.001469,97963.5,143.9,37.94,2013,2015
47,0.002547,0.002543,96371.1,245.1,33.89,0.001603,0.001602,97819.6,156.7,36.99,2013,2015
48,0.002676,0.002672,96126.0,256.9,32.98,0.001741,0.00174,97662.9,169.9,36.05,2013,2015
49,0.002993,0.002989,95869.1,286.5,32.06,0.001898,0.001896,97493.0,184.9,35.11,2013,2015
50,0.003212,0.003207,95582.5,306.5,31.16,0.002159,0.002157,97308.1,209.9,34.18,2013,2015
51,0.003456,0.00345,95276.0,328.7,30.26,0.002305,0.002302,97098.3,223.5,33.25,2013,2015
52,0.003696,0.00369,94947.3,350.3,29.36,0.002523,0.002519,96874.7,244.1,32.33,2013,2015
53,0.004029,0.004021,94597.0,380.4,28.47,0.002792,0.002788,96630.7,269.4,31.41,2013,2015
54,0.004485,0.004475,94216.6,421.6,27.58,0.002993,0.002989,96361.3,288.0,30.49,2013,2015
55,0.004865,0.004853,93795.0,455.2,26.7,0.003361,0.003356,96073.3,322.4,29.58,2013,2015
56,0.005351,0.005336,93339.8,498.1,25.83,0.003626,0.00362,95750.9,346.6,28.68,2013,2015
57,0.005993,0.005975,92841.7,554.7,24.96,0.004008,0.004,95404.3,381.6,27.78,2013,2015
58,0.006597,0.006575,92287.0,606.8,24.11,0.004253,0.004244,95022.7,403.3,26.89,2013,2015
59,0.007302,0.007275,91680.2,667.0,23.27,0.004712,0.004701,94619.4,444.8,26.0,2013,2015
60,0.008101,0.008068,91013.2,734.3,22.43,0.005257,0.005243,94174.6,493.8,25.13,2013,2015
61,0.008751,0.008713,90278.9,786.6,21.61,0.005747,0.00573,93680.9,536.8,24.25,2013,2015
62,0.009635,0.009589,89492.3,858.2,20.8,0.006246,0.006226,93144.0,580.0,23.39,2013,2015
63,0.01055,0.010495,88634.1,930.2,19.99,0.006848,0.006824,92564.1,631.7,22.54,2013,2015
64,0.011552,0.011486,87703.9,1007.4,19.2,0.007364,0.007337,91932.4,674.5,21.69,2013,2015
65,0.012434,0.012357,86696.5,1071.3,18.42,0.008049,0.008017,91257.9,731.6,20.84,2013,2015
66,0.013166,0.01308,85625.2,1120.0,17.64,0.008535,0.008499,90526.3,769.3,20.01,2013,2015
67,0.014545,0.01444,84505.2,1220.2,16.87,0.009546,0.0095,89756.9,852.7,19.17,2013,2015
68,0.015972,0.015845,83285.0,1319.7,16.11,0.010756,0.010698,88904.2,951.1,18.35,2013,2015
69,0.01802,0.017859,81965.3,1463.9,15.36,0.011752,0.011683,87953.1,1027.6,17.55,2013,2015
70,0.019716,0.019523,80501.4,1571.6,14.63,0.013132,0.013046,86925.5,1134.1,16.75,2013,2015
71,0.021812,0.021577,78929.8,1703.0,13.91,0.014474,0.01437,85791.5,1232.8,15.96,2013,2015
72,0.025067,0.024757,77226.8,1911.9,13.21,0.016287,0.016155,84558.6,1366.0,15.19,2013,2015
73,0.027366,0.026997,75314.9,2033.3,12.53,0.018494,0.018325,83192.6,1524.5,14.43,2013,2015
74,0.030853,0.030385,73281.6,2226.6,11.87,0.020576,0.020367,81668.1,1663.3,13.69,2013,2015
75,0.033737,0.033177,71055.0,2357.4,11.22,0.022747,0.022491,80004.8,1799.4,12.96,2013,2015
76,0.03724,0.036559,68697.5,2511.5,10.59,0.025461,0.025141,78205.4,1966.1,12.25,2013,2015
77,0.041015,0.040191,66186.0,2660.1,9.97,0.028307,0.027912,76239.3,2128.0,11.55,2013,2015
78,0.045997,0.044963,63526.0,2856.3,9.37,0.031507,0.031018,74111.3,2298.8,10.87,2013,2015
79,0.05092,0.049656,60669.6,3012.6,8.79,0.036193,0.03555,71812.5,2552.9,10.2,2013,2015
80,0.058326,0.056674,57657.0,3267.6,8.22,0.041543,0.040697,69259.6,2818.7,9.56,2013,2015
81,0.064768,0.062737,54389.4,3412.2,7.68,0.046858,0.045785,66440.9,3042.0,8.95,2013,2015
82,0.074157,0.071505,50977.2,3645.1,7.16,0.053543,0.052147,63398.9,3306.1,8.35,2013,2015
83,0.083291,0.079961,47332.1,3784.7,6.68,0.060788,0.058995,60092.8,3545.1,7.78,2013,2015
84,0.093282,0.089125,43547.3,3881.2,6.21,0.070311,0.067923,56547.7,3840.9,7.24,2013,2015
85,0.106413,0.101038,39666.2,4007.8,5.77,0.07941,0.076377,52706.8,4025.6,6.73,2013,2015
86,0.118446,0.111824,35658.4,3987.5,5.37,0.089724,0.085871,48681.2,4180.3,6.25,2013,2015
87,0.132651,0.1244,31670.9,3939.9,4.98,0.10272,0.097702,44500.9,4347.8,5.79,2013,2015
88,0.149798,0.13936,27731.1,3864.6,4.62,0.115176,0.108905,40153.0,4372.9,5.36,2013,2015
89,0.166346,0.153573,23866.5,3665.2,4.28,0.13145,0.123343,35780.2,4413.2,4.95,2013,2015
90,0.18393,0.168439,20201.2,3402.7,3.97,0.148547,0.138276,31366.9,4337.3,4.58,2013,2015
91,0.204669,0.185668,16798.5,3119.0,3.67,0.165168,0.152568,27029.6,4123.9,4.23,2013,2015
92,0.231109,0.20717,13679.6,2834.0,3.39,0.186663,0.170729,22905.8,3910.7,3.9,2013,2015
93,0.250884,0.22292,10845.6,2417.7,3.15,0.205312,0.186198,18995.1,3536.8,3.61,2013,2015
94,0.275023,0.241776,8427.9,2037.7,2.91,0.233247,0.208886,15458.2,3229.0,3.32,2013,2015
95,0.309011,0.267657,6390.2,1710.4,2.68,0.258906,0.229231,12229.2,2803.3,3.06,2013,2015
96,0.351505,0.298962,4679.8,1399.1,2.47,0.298154,0.259473,9425.9,2445.8,2.82,2013,2015
97,0.378312,0.318135,3280.8,1043.7,2.31,0.320049,0.275898,6980.2,1925.8,2.63,2013,2015
98,0.416069,0.344418,2237.0,770.5,2.16,0.350078,0.297929,5054.3,1505.8,2.45,2013,2015
99,0.442854,0.362571,1466.6,531.7,2.03,0.385359,0.323104,3548.5,1146.5,2.27,2013,2015
100,0.482228,0.388544,934.8,363.2,1.9,0.415052,0.343721,2402.0,825.6,2.12,2013,2015
0,0.004234,0.004225,100000.0,422.5,79.13,0.003521,0.003515,100000.0,351.5,82.83,2014,2016
1,0.000309,0.000309,99577.5,30.8,78.47,0.000249,0.000249,99648.5,24.8,82.12,2014,2016
2,0.000166,0.000166,99546.7,16.5,77.49,0.000139,0.000139,99623.7,13.9,81.14,2014,2016
3,0.000129,0.000129,99530.2,12.8,76.5,0.000107,0.000107,99609.8,10.6,80.16,2014,2016
4,9.1e-05,9.1e-05,99517.4,9.0,75.51,8.3e-05,8.3e-05,99599.2,8.2,79.16,2014,2016
5,9.3e-05,9.3e-05,99508.4,9.3,74.52,6.8e-05,6.8e-05,99591.0,6.8,78.17,2014,2016
6,9.1e-05,9.1e-05,99499.1,9.1,73.53,7.4e-05,7.4e-05,99584.2,7.4,77.18,2014,2016
7,8.6e-05,8.6e-05,99490.0,8.5,72.53,7.5e-05,7.5e-05,99576.8,7.4,76.18,2014,2016
8,6.6e-05,6.6e-05,99481.5,6.6,71.54,6.1e-05,6.1e-05,99569.3,6.1,75.19,2014,2016
9,8.5e-05,8.5e-05,99474.9,8.5,70.54,6.9e-05,6.9e-05,99563.3,6.9,74.19,2014,2016
10,9.4e-05,9.4e-05,99466.4,9.4,69.55,5.9e-05,5.9e-05,99556.4,5.9,73.2,2014,2016
11,9.9e-05,9.9e-05,99457.0,9.8,68.56,6.1e-05,6.1e-05,99550.5,6.0,72.2,2014,2016
12,9.5e-05,9.5e-05,99447.1,9.4,67.56,6e-05,6e-05,99544.5,6.0,71.21,2014,2016
13,0.0001,0.0001,99437.7,10.0,66.57,0.000106,0.000106,99538.5,10.6,70.21,2014,2016
14,0.000126,0.000126,99427.7,12.5,65.58,0.000112,0.000112,99527.9,11.2,69.22,2014,2016
15,0.00016,0.00016,99415.2,15.9,64.59,0.000139,0.000139,99516.8,13.8,68.22,2014,2016
16,0.000216,0.000216,99399.4,21.5,63.6,0.000162,0.000162,99503.0,16.1,67.23,2014,2016
17,0.0003,0.000299,99377.9,29.8,62.61,0.000155,0.000155,99486.9,15.4,66.25,2014,2016
18,0.000416,0.000416,99348.2,41.4,61.63,0.000208,0.000208,99471.5,20.7,65.26,2014,2016
19,0.000451,0.000451,99306.8,44.8,60.65,0.000206,0.000206,99450.8,20.5,64.27,2014,2016
20,0.000471,0.000471,99262.0,46.7,59.68,0.000201,0.000201,99430.3,20.0,63.28,2014,2016
21,0.000506,0.000506,99215.2,50.2,58.71,0.000215,0.000215,99410.3,21.3,62.29,2014,2016
22,0.000501,0.000501,99165.0,49.7,57.74,0.000212,0.000212,99389.0,21.1,61.31,2014,2016
23,0.000563,0.000562,99115.3,55.7,56.77,0.000225,0.000225,99367.9,22.3,60.32,2014,2016
24,0.000568,0.000568,99059.6,56.2,55.8,0.000228,0.000228,99345.5,22.7,59.33,2014,2016
25,0.000615,0.000615,99003.3,60.9,54.83,0.000248,0.000248,99322.8,24.6,58.35,2014,2016
26,0.000659,0.000659,98942.4,65.2,53.86,0.000273,0.000273,99298.2,27.1,57.36,2014,2016
27,0.000656,0.000656,98877.2,64.8,52.9,0.00027,0.000269,99271.1,26.8,56.38,2014,2016
28,0.000686,0.000686,98812.4,67.8,51.93,0.000323,0.000323,99244.4,32.1,55.39,2014,2016
29,0.000711,0.000711,98744.6,70.2,50.97,0.000345,0.000345,99212.3,34.2,54.41,2014,2016
30,0.000752,0.000752,98674.4,74.2,50.0,0.000377,0.000377,99178.1,37.4,53.43,2014,2016
31,0.00077,0.00077,98600.2,75.9,49.04,0.000404,0.000404,99140.7,40.0,52.45,2014,2016
32,0.000907,0.000906,98524.3,89.3,48.08,0.00046,0.00046,99100.7,45.6,51.47,2014,2016
33,0.000889,0.000889,98435.0,87.5,47.12,0.000485,0.000485,99055.0,48.1,50.49,2014,2016
34,0.000969,0.000968,98347.5,95.2,46.16,0.000524,0.000524,99007.0,51.9,49.52,2014,2016
35,0.001022,0.001022,98252.3,100.4,45.21,0.00058,0.00058,98955.1,57.4,48.54,2014,2016
36,0.001087,0.001087,98151.9,106.7,44.25,0.000645,0.000645,98897.7,63.8,47.57,2014,2016
37,0.001134,0.001134,98045.2,111.1,43.3,0.00067,0.00067,98833.9,66.2,46.6,2014,2016
38,0.001313,0.001312,97934.1,128.5,42.35,0.000748,0.000748,98767.7,73.8,45.63,2014,2016
39,0.001357,0.001356,97805.6,132.6,41.4,0.000801,0.000801,98693.9,79.1,44.67,2014,2016
40,0.001546,0.001545,97673.0,150.9,40.46,0.000932,0.000932,98614.8,91.9,43.7,2014,2016
41,0.001672,0.001671,97522.1,163.0,39.52,0.000958,0.000958,98522.9,94.4,42.74,2014,2016
42,0.001733,0.001732,97359.2,168.6,38.59,0.001079,0.001079,98428.6,106.2,41.78,2014,2016
43,0.001904,0.001902,97190.6,184.9,37.65,0.001151,0.00115,98322.4,113.1,40.83,2014,2016
44,0.00212,0.002118,97005.7,205.4,36.72,0.001275,0.001274,98209.3,125.1,39.87,2014,2016
45,0.002197,0.002195,96800.3,212.5,35.8,0.00145,0.001449,98084.1,142.1,38.92,2014,2016
46,0.002367,0.002364,96587.8,228.3,34.88,0.001521,0.00152,97942.0,148.8,37.98,2014,2016
