age,mx_m,qx_m,lx_m,dx_m,ex_m,mx_f,qx_f,lx_f,dx_f,ex_f,year_start,year_end
0,0.012902,0.01282,100000.0,1282.0,70.81,0.009999,0.009949,100000.0,994.9,76.81,1980,1982
1,0.00087,0.000869,98718.0,85.8,70.73,0.000724,0.000724,99005.1,71.6,76.58,1980,1982
2,0.000528,0.000528,98632.2,52.1,69.79,0.000448,0.000447,98933.4,44.3,75.63,1980,1982
3,0.000401,0.000401,98580.1,39.6,68.83,0.000305,0.000305,98889.2,30.2,74.66,1980,1982
4,0.000381,0.000381,98540.6,37.5,67.86,0.000254,0.000254,98859.0,25.1,73.69,1980,1982
5,0.000315,0.000315,98503.1,31.0,66.88,0.000235,0.000235,98833.9,23.2,72.71,1980,1982
6,0.000298,0.000298,98472.0,29.4,65.9,0.000222,0.000222,98810.7,21.9,71.72,1980,1982
7,0.000277,0.000277,98442.7,27.2,64.92,0.000187,0.000187,98788.7,18.5,70.74,1980,1982
8,0.00027,0.00027,98415.4,26.6,63.94,0.0002,0.0002,98770.3,19.8,69.75,1980,1982
9,0.000242,0.000242,98388.9,23.8,62.96,0.000156,0.000156,98750.5,15.4,68.77,1980,1982
10,0.000234,0.000234,98365.1,23.0,61.97,0.000204,0.000204,98735.1,20.1,67.78,1980,1982
11,0.000266,0.000266,98342.0,26.2,60.99,0.000182,0.000182,98715.0,17.9,66.79,1980,1982
12,0.000258,0.000258,98315.8,25.4,60.0,0.000176,0.000176,98697.1,17.4,65.8,1980,1982
13,0.000295,0.000295,98290.5,29.0,59.02,0.000197,0.000197,98679.7,19.4,64.81,1980,1982
14,0.000369,0.000369,98261.5,36.3,58.04,0.000223,0.000223,98660.3,22.0,63.83,1980,1982
15,0.000416,0.000416,98225.2,40.9,57.06,0.000247,0.000247,98638.4,24.4,62.84,1980,1982
16,0.000538,0.000538,98184.4,52.8,56.08,0.000311,0.000311,98614.0,30.7,61.86,1980,1982
17,0.001036,0.001035,98131.6,101.6,55.11,0.000319,0.000319,98583.3,31.4,60.88,1980,1982
18,0.001096,0.001095,98030.0,107.4,54.17,0.00038,0.00038,98551.9,37.5,59.89,1980,1982
19,0.001052,0.001052,97922.6,103.0,53.23,0.00033,0.00033,98514.4,32.5,58.92,1980,1982
20,0.001001,0.001001,97819.6,97.9,52.28,0.000375,0.000375,98481.9,36.9,57.94,1980,1982
21,0.000884,0.000884,97721.7,86.4,51.33,0.000338,0.000338,98445.0,33.3,56.96,1980,1982
22,0.000877,0.000877,97635.3,85.6,50.38,0.000358,0.000358,98411.7,35.2,55.98,1980,1982
23,0.00086,0.000859,97549.8,83.8,49.42,0.000385,0.000385,98376.4,37.8,55.0,1980,1982
24,0.000856,0.000856,97465.9,83.4,48.46,0.000376,0.000376,98338.6,36.9,54.02,1980,1982
25,0.000841,0.000841,97382.5,81.9,47.51,0.000393,0.000392,98301.7,38.6,53.04,1980,1982
26,0.000889,0.000889,97300.7,86.5,46.55,0.000426,0.000426,98263.1,41.8,52.06,1980,1982
27,0.000864,0.000863,97214.2,83.9,45.59,0.000478,0.000478,98221.2,46.9,51.08,1980,1982
28,0.000871,0.000871,97130.2,84.6,44.63,0.00043,0.00043,98174.3,42.2,50.1,1980,1982
29,0.0009,0.0009,97045.6,87.3,43.66,0.000488,0.000488,98132.1,47.9,49.13,1980,1982
30,0.000933,0.000933,96958.3,90.5,42.7,0.000533,0.000533,98084.2,52.3,48.15,1980,1982
31,0.000937,0.000937,96867.8,90.7,41.74,0.000564,0.000564,98031.9,55.3,47.18,1980,1982
32,0.000995,0.000995,96777.1,96.3,40.78,0.000606,0.000606,97976.6,59.3,46.2,1980,1982
33,0.001001,0.001,96680.9,96.7,39.82,0.000664,0.000663,97917.3,65.0,45.23,1980,1982
34,0.001076,0.001076,96584.2,103.9,38.86,0.000702,0.000701,97852.3,68.6,44.26,1980,1982
35,0.001193,0.001192,96480.3,115.0,37.9,0.000798,0.000797,97783.7,78.0,43.29,1980,1982
36,0.001244,0.001243,96365.3,119.8,36.95,0.000897,0.000897,97705.8,87.6,42.32,1980,1982
37,0.001421,0.00142,96245.5,136.7,35.99,0.000943,0.000942,97618.2,92.0,41.36,1980,1982
38,0.001544,0.001543,96108.8,148.3,35.04,0.001072,0.001072,97526.2,104.5,40.4,1980,1982
39,0.001684,0.001682,95960.5,161.4,34.1,0.001148,0.001147,97421.6,111.8,39.44,1980,1982
40,0.002051,0.002049,95799.0,196.3,33.15,0.001329,0.001328,97309.9,129.2,38.49,1980,1982
41,0.00228,0.002278,95602.7,217.8,32.22,0.001484,0.001483,97180.7,144.1,37.54,1980,1982
42,0.002319,0.002316,95384.9,220.9,31.29,0.00159,0.001589,97036.5,154.1,36.59,1980,1982
43,0.002654,0.002651,95164.0,252.2,30.36,0.001811,0.00181,96882.4,175.3,35.65,1980,1982
44,0.003093,0.003089,94911.8,293.1,29.44,0.002031,0.002029,96707.0,196.2,34.71,1980,1982
45,0.003506,0.0035,94618.6,331.2,28.53,0.002247,0.002244,96510.8,216.6,33.78,1980,1982
46,0.003897,0.00389,94287.5,366.8,27.63,0.00254,0.002537,96294.2,244.3,32.86,1980,1982
47,0.004439,0.004429,93920.7,416.0,26.74,0.00279,0.002786,96050.0,267.6,31.94,1980,1982
48,0.004795,0.004784,93504.7,447.3,25.85,0.003102,0.003097,95782.4,296.7,31.03,1980,1982
49,0.005667,0.005651,93057.4,525.8,24.97,0.003616,0.003609,95485.7,344.6,30.12,1980,1982
50,0.006381,0.00636,92531.5,588.5,24.11,0.003981,0.003973,95141.1,378.0,29.23,1980,1982
51,0.007044,0.007019,91943.0,645.3,23.27,0.004224,0.004215,94763.1,399.4,28.35,1980,1982
52,0.008,0.007968,91297.7,727.5,22.43,0.004681,0.00467,94363.7,440.7,27.46,1980,1982
53,0.009087,0.009046,90570.2,819.3,21.6,0.005422,0.005407,93923.0,507.9,26.59,1980,1982
54,0.010247,0.010195,89750.9,915.0,20.79,0.00592,0.005903,93415.1,551.4,25.73,1980,1982
55,0.01157,0.011504,88835.9,1021.9,20.0,0.006447,0.006426,92863.7,596.8,24.88,1980,1982
56,0.012618,0.012539,87814.0,1101.1,19.23,0.00702,0.006996,92266.9,645.5,24.04,1980,1982
57,0.014159,0.014059,86712.9,1219.1,18.47,0.007914,0.007883,91621.4,722.2,23.2,1980,1982
58,0.015658,0.015536,85493.8,1328.2,17.72,0.008361,0.008326,90899.2,756.9,22.39,1980,1982
59,0.017498,0.017347,84165.5,1460.0,17.0,0.00929,0.009247,90142.3,833.5,21.57,1980,1982
60,0.019001,0.018822,82705.6,1556.7,16.29,0.010209,0.010157,89308.8,907.1,20.77,1980,1982
61,0.020442,0.020235,81148.8,1642.0,15.59,0.011,0.01094,88401.7,967.1,19.97,1980,1982
62,0.022841,0.022583,79506.8,1795.5,14.9,0.012106,0.012034,87434.6,1052.1,19.19,1980,1982
63,0.025517,0.025196,77711.3,1958.0,14.24,0.013384,0.013295,86382.4,1148.5,18.42,1980,1982
64,0.028146,0.027755,75753.3,2102.5,13.59,0.014664,0.014558,85233.9,1240.8,17.66,1980,1982
65,0.030593,0.030132,73650.8,2219.2,12.96,0.015683,0.015561,83993.1,1307.0,16.91,1980,1982
66,0.033079,0.032541,71431.5,2324.4,12.35,0.017233,0.017086,82686.1,1412.8,16.17,1980,1982
67,0.036507,0.035853,69107.1,2477.7,11.75,0.01909,0.018909,81273.3,1536.8,15.44,1980,1982
68,0.040213,0.039421,66629.4,2626.6,11.17,0.020633,0.020422,79736.5,1628.4,14.73,1980,1982
69,0.044265,0.043307,64002.8,2771.8,10.61,0.022671,0.022417,78108.1,1750.9,14.03,1980,1982
70,0.048625,0.047471,61231.1,2906.7,10.06,0.02548,0.025159,76357.2,1921.1,13.34,1980,1982
71,0.053288,0.051905,58324.4,3027.3,9.54,0.027751,0.027372,74436.1,2037.4,12.67,1980,1982
72,0.059631,0.057904,55297.1,3201.9,9.03,0.031087,0.030611,72398.7,2216.2,12.01,1980,1982
73,0.065375,0.063306,52095.1,3297.9,8.56,0.034504,0.033919,70182.5,2380.5,11.38,1980,1982
74,0.071355,0.068897,48797.2,3362.0,8.1,0.038492,0.037765,67802.0,2560.6,10.76,1980,1982
75,0.077954,0.075029,45435.2,3409.0,7.67,0.042842,0.041943,65241.4,2736.5,10.16,1980,1982
76,0.084942,0.081481,42026.2,3424.3,7.25,0.04743,0.046332,62505.0,2896.0,9.58,1980,1982
77,0.09283,0.088712,38601.9,3424.5,6.85,0.052817,0.051458,59609.0,3067.4,9.02,1980,1982
78,0.101992,0.097043,35177.4,3413.7,6.46,0.058718,0.057043,56541.6,3225.3,8.49,1980,1982
79,0.111791,0.105874,31763.7,3362.9,6.11,0.0652,0.063142,53316.3,3366.5,7.97,1980,1982
80,0.121476,0.11452,28400.8,3252.5,5.77,0.073775,0.07115,49949.8,3553.9,7.47,1980,1982
81,0.131182,0.123107,25148.3,3095.9,5.45,0.081145,0.077982,46395.9,3618.0,7.01,1980,1982
82,0.143953,0.134288,22052.4,2961.4,5.15,0.091856,0.087822,42777.9,3756.9,6.56,1980,1982
83,0.1562,0.144885,19091.0,2766.0,4.87,0.102491,0.097495,39021.0,3804.4,6.14,1980,1982
84,0.16771,0.154735,16325.0,2526.0,4.61,0.114307,0.108127,35216.7,3807.9,5.75,1980,1982
85,0.179201,0.164465,13799.0,2269.4,4.36,0.126267,0.118769,31408.8,3730.4,5.39,1980,1982
86,0.198363,0.180464,11529.5,2080.7,4.12,0.142533,0.133051,27678.4,3682.6,5.05,1980,1982
87,0.214529,0.193747,9448.8,1830.7,3.91,0.154003,0.142992,23995.8,3431.2,4.74,1980,1982
88,0.233218,0.208863,7618.2,1591.1,3.73,0.17131,0.157794,20564.6,3245.0,4.45,1980,1982
89,0.234908,0.210217,6027.0,1267.0,3.59,0.190989,0.17434,17319.6,3019.5,4.19,1980,1982
90,0.240424,0.214623,4760.0,1021.6,3.41,0.193397,0.176345,14300.1,2521.7,3.97,1980,1982
91,0.258825,0.229168,3738.4,856.7,3.2,0.213316,0.192757,11778.3,2270.4,3.71,1980,1982
92,0.283396,0.248224,2881.7,715.3,3.01,0.23547,0.210667,9508.0,2003.0,3.48,1980,1982
93,0.300719,0.261413,2166.4,566.3,2.84,0.251662,0.223535,7505.0,1677.6,3.28,1980,1982
94,0.340979,0.291313,1600.1,466.1,2.66,0.273758,0.240797,5827.3,1403.2,3.08,1980,1982
95,0.351893,0.299242,1133.9,339.3,2.55,0.297353,0.258866,4424.1,1145.3,2.89,1980,1982
96,0.37704,0.317235,794.6,252.1,2.43,0.319205,0.275271,3278.9,902.6,2.73,1980,1982
97,0.376455,0.316821,542.5,171.9,2.32,0.341109,0.291408,2376.3,692.5,2.57,1980,1982
98,0.412251,0.341797,370.7,126.7,2.17,0.365451,0.30899,1683.8,520.3,2.43,1980,1982
99,0.443023,0.362684,244.0,88.5,2.03,0.361933,0.306472,1163.5,356.6,2.29,1980,1982
100,0.489407,0.393191,155.5,61.1,1.9,0.439885,0.360578,806.9,291.0,2.08,1980,1982
0,0.012208,0.012134,100000.0,1213.4,71.06,0.009368,0.009324,100000.0,932.4,77.02,1981,1983
1,0.000823,0.000822,98786.6,81.2,70.93,0.000685,0.000685,99067.6,67.8,76.74,1981,1983
2,0.00049,0.00049,98705.4,48.3,69.99,0.000437,0.000437,98999.7,43.3,75.79,1981,1983
3,0.00039,0.00039,98657.0,38.5,69.03,0.000286,0.000286,98956.4,28.3,74.83,1981,1983
4,0.000346,0.000346,98618.5,34.1,68.05,0.000261,0.000261,98928.2,25.8,73.85,1981,1983
5,0.000294,0.000294,98584.4,29.0,67.08,0.000221,0.000221,98902.3,21.8,72.87,1981,1983
6,0.000295,0.000295,98555.4,29.1,66.09,0.000217,0.000217,98880.5,21.5,71.88,1981,1983
7,0.00026,0.000259,98526.4,25.6,65.11,0.000186,0.000186,98859.0,18.4,70.9,1981,1983
8,0.000252,0.000252,98500.8,24.8,64.13,0.000179,0.000179,98840.7,17.7,69.91,1981,1983
9,0.000239,0.000239,98475.9,23.6,63.15,0.000156,0.000156,98823.0,15.4,68.92,1981,1983
10,0.000227,0.000227,98452.4,22.4,62.16,0.000187,0.000187,98807.6,18.4,67.94,1981,1983
11,0.000265,0.000265,98430.0,26.1,61.18,0.000165,0.000165,98789.1,16.3,66.95,1981,1983
12,0.000265,0.000265,98403.9,26.1,60.19,0.000177,0.000177,98772.9,17.5,65.96,1981,1983
13,0.000302,0.000302,98377.8,29.7,59.21,0.000195,0.000195,98755.4,19.3,64.97,1981,1983
14,0.00036,0.00036,98348.1,35.4,58.23,0.000225,0.000225,98736.1,22.3,63.98,1981,1983
15,0.000438,0.000438,98312.7,43.0,57.25,0.000251,0.000251,98713.8,24.7,63.0,1981,1983
16,0.000559,0.000559,98269.7,54.9,56.27,0.000291,0.000291,98689.1,28.7,62.01,1981,1983
17,0.000949,0.000948,98214.8,93.1,55.3,0.000324,0.000324,98660.4,31.9,61.03,1981,1983
18,0.001021,0.001021,98121.7,100.2,54.35,0.00035,0.00035,98628.5,34.5,60.05,1981,1983
19,0.00101,0.001009,98021.5,98.9,53.41,0.000331,0.000331,98594.0,32.6,59.07,1981,1983
20,0.000997,0.000997,97922.6,97.6,52.46,0.000354,0.000354,98561.3,34.9,58.09,1981,1983
21,0.000848,0.000848,97825.0,82.9,51.51,0.000334,0.000334,98526.4,32.9,57.11,1981,1983
22,0.000867,0.000866,97742.1,84.7,50.56,0.000331,0.000331,98493.5,32.6,56.13,1981,1983
23,0.000816,0.000816,97657.4,79.7,49.6,0.000338,0.000338,98460.9,33.3,55.15,1981,1983
24,0.000819,0.000818,97577.7,79.9,48.64,0.000336,0.000336,98427.6,33.1,54.17,1981,1983
25,0.000828,0.000827,97497.8,80.7,47.68,0.000395,0.000395,98394.5,38.8,53.19,1981,1983
26,0.000876,0.000875,97417.2,85.3,46.72,0.000411,0.00041,98355.7,40.4,52.21,1981,1983
27,0.000858,0.000858,97331.9,83.5,45.76,0.000431,0.00043,98315.3,42.3,51.23,1981,1983
28,0.000868,0.000868,97248.4,84.4,44.8,0.000441,0.000441,98273.0,43.3,50.25,1981,1983
29,0.0009,0.0009,97164.0,87.4,43.84,0.000461,0.000461,98229.7,45.2,49.27,1981,1983
30,0.000943,0.000943,97076.6,91.5,42.88,0.000522,0.000521,98184.4,51.2,48.29,1981,1983
31,0.000938,0.000938,96985.1,91.0,41.92,0.000556,0.000556,98133.2,54.5,47.32,1981,1983
32,0.001015,0.001014,96894.1,98.3,40.96,0.000603,0.000602,98078.7,59.1,46.34,1981,1983
33,0.001006,0.001005,96795.9,97.3,40.0,0.000638,0.000637,98019.6,62.5,45.37,1981,1983
34,0.001051,0.001051,96698.5,101.6,39.04,0.000691,0.00069,97957.1,67.6,44.4,1981,1983
35,0.001166,0.001165,96597.0,112.5,38.08,0.000772,0.000772,97889.5,75.6,43.43,1981,1983
36,0.001203,0.001202,96484.4,116.0,37.12,0.000857,0.000857,97813.9,83.8,42.46,1981,1983
37,0.001359,0.001358,96368.5,130.8,36.17,0.00089,0.00089,97730.1,87.0,41.5,1981,1983
38,0.001497,0.001496,96237.6,143.9,35.21,0.001062,0.001061,97643.2,103.6,40.54,1981,1983
39,0.001642,0.001641,96093.7,157.7,34.27,0.001122,0.001122,97539.6,109.4,39.58,1981,1983
40,0.001976,0.001974,95936.0,189.4,33.32,0.001279,0.001278,97430.1,124.5,38.62,1981,1983
41,0.002187,0.002185,95746.6,209.2,32.39,0.001396,0.001395,97305.6,135.7,37.67,1981,1983
42,0.00241,0.002407,95537.4,230.0,31.46,0.001578,0.001577,97169.9,153.2,36.72,1981,1983
43,0.00258,0.002577,95307.4,245.6,30.53,0.001734,0.001733,97016.6,168.1,35.78,1981,1983
44,0.002946,0.002941,95061.8,279.6,29.61,0.001985,0.001983,96848.5,192.0,34.84,1981,1983
45,0.00344,0.003434,94782.2,325.5,28.69,0.002236,0.002234,96656.5,215.9,33.91,1981,1983
46,0.003786,0.003779,94456.7,356.9,27.79,0.002424,0.002421,96440.6,233.4,32.99,1981,1983
47,0.004338,0.004329,94099.7,407.3,26.89,0.002754,0.00275,96207.1,264.6,32.06,1981,1983
48,0.004739,0.004728,93692.4,442.9,26.01,0.003028,0.003024,95942.5,290.1,31.15,1981,1983
49,0.005521,0.005506,93249.5,513.4,25.13,0.003487,0.003481,95652.4,332.9,30.24,1981,1983
50,0.006106,0.006087,92736.0,564.5,24.27,0.003888,0.003881,95319.5,369.9,29.35,1981,1983
51,0.006692,0.00667,92171.6,614.8,23.41,0.004034,0.004026,94949.6,382.3,28.46,1981,1983
52,0.007685,0.007656,91556.8,700.9,22.57,0.00467,0.004659,94567.3,440.6,27.57,1981,1983
53,0.008786,0.008747,90855.8,794.7,21.74,0.005261,0.005247,94126.7,493.9,26.7,1981,1983
54,0.009867,0.009818,90061.1,884.2,20.92,0.005767,0.00575,93632.8,538.4,25.84,1981,1983
55,0.011107,0.011046,89176.8,985.0,20.13,0.006449,0.006428,93094.4,598.4,24.98,1981,1983
56,0.01225,0.012176,88191.8,1073.8,19.35,0.006902,0.006878,92496.0,636.2,24.14,1981,1983
57,0.013983,0.013886,87118.0,1209.7,18.58,0.007659,0.00763,91859.8,700.9,23.31,1981,1983
58,0.015348,0.015231,85908.3,1308.5,17.83,0.008308,0.008274,91158.9,754.2,22.48,1981,1983
59,0.017047,0.016903,84599.8,1430.0,17.1,0.009121,0.00908,90404.7,820.9,21.67,1981,1983
60,0.018806,0.018631,83169.8,1549.5,16.39,0.010268,0.010216,89583.9,915.2,20.86,1981,1983
61,0.019989,0.019791,81620.3,1615.3,15.69,0.010821,0.010763,88668.7,954.3,20.07,1981,1983
62,0.022565,0.022314,80005.0,1785.2,14.99,0.011912,0.011841,87714.4,1038.7,19.28,1981,1983
63,0.024959,0.024651,78219.8,1928.2,14.33,0.013101,0.013016,86675.7,1128.2,18.51,1981,1983
64,0.027943,0.027558,76291.6,2102.4,13.67,0.014634,0.014527,85547.5,1242.8,17.75,1981,1983
65,0.030302,0.02985,74189.2,2214.6,13.05,0.015676,0.015554,84304.7,1311.3,17.0,1981,1983
66,0.032651,0.032126,71974.6,2312.3,12.43,0.017078,0.016934,82993.4,1405.4,16.26,1981,1983
67,0.036153,0.035511,69662.3,2473.8,11.83,0.018909,0.018732,81588.0,1528.3,15.53,1981,1983
68,0.039913,0.039132,67188.5,2629.2,11.25,0.020522,0.020314,80059.7,1626.3,14.82,1981,1983
69,0.043547,0.042619,64559.3,2751.5,10.69,0.022421,0.022172,78433.4,1739.1,14.12,1981,1983
70,0.048216,0.047081,61807.8,2910.0,10.14,0.025386,0.025068,76694.4,1922.6,13.42,1981,1983
71,0.052659,0.051308,58897.8,3021.9,9.61,0.027457,0.027085,74771.8,2025.2,12.76,1981,1983
72,0.058333,0.05668,55875.9,3167.0,9.11,0.030921,0.03045,72746.6,2215.2,12.1,1981,1983
73,0.064574,0.062555,52708.8,3297.2,8.62,0.034042,0.033473,70531.4,2360.9,11.46,1981,1983
74,0.07052,0.068118,49411.7,3365.8,8.17,0.037762,0.037062,68170.5,2526.5,10.84,1981,1983
75,0.076747,0.07391,46045.8,3403.3,7.73,0.042305,0.041429,65644.0,2719.5,10.24,1981,1983
76,0.083608,0.080253,42642.6,3422.2,7.3,0.04667,0.045606,62924.5,2869.7,9.66,1981,1983
77,0.091326,0.087338,39220.4,3425.4,6.9,0.051424,0.050135,60054.7,3010.8,9.1,1981,1983
78,0.100515,0.095705,35795.0,3425.8,6.51,0.057492,0.055886,57043.9,3187.9,8.55,1981,1983
79,0.109635,0.103937,32369.2,3364.4,6.15,0.06423,0.062231,53856.0,3351.5,8.03,1981,1983
80,0.11929,0.112575,29004.8,3265.2,5.8,0.072377,0.069849,50504.4,3527.7,7.53,1981,1983
81,0.129914,0.12199,25739.6,3140.0,5.47,0.080274,0.077176,46976.7,3625.5,7.06,1981,1983
82,0.142717,0.133211,22599.6,3010.5,5.16,0.090436,0.086524,43351.2,3750.9,6.6,1981,1983
83,0.153547,0.142599,19589.1,2793.4,4.88,0.100857,0.096015,39600.3,3802.2,6.18,1981,1983
84,0.167733,0.154754,16795.7,2599.2,4.61,0.11257,0.106572,35798.1,3815.1,5.79,1981,1983
85,0.179411,0.164642,14196.5,2337.3,4.36,0.123726,0.116518,31983.0,3726.6,5.42,1981,1983
86,0.19557,0.178149,11859.2,2112.7,4.12,0.139015,0.12998,28256.4,3672.8,5.07,1981,1983
87,0.209517,0.18965,9746.5,1848.4,3.91,0.152151,0.141395,24583.7,3476.0,4.75,1981,1983
88,0.226282,0.203283,7898.1,1605.5,3.71,0.169497,0.156255,21107.7,3298.2,4.45,1981,1983
89,0.241905,0.215803,6292.5,1357.9,3.53,0.190399,0.173849,17809.5,3096.2,4.18,1981,1983
90,0.24405,0.217508,4934.6,1073.3,3.36,0.19586,0.17839,14713.3,2624.7,3.95,1981,1983
91,0.261436,0.231212,3861.3,892.8,3.15,0.21276,0.192302,12088.6,2324.7,3.7,1981,1983
92,0.289732,0.253071,2968.5,751.2,2.95,0.235032,0.210316,9763.9,2053.5,3.46,1981,1983
93,0.308518,0.267286,2217.3,592.6,2.78,0.25363,0.225086,7710.4,1735.5,3.25,1981,1983
94,0.34295,0.292751,1624.6,475.6,2.62,0.279555,0.245271,5974.9,1465.5,3.05,1981,1983
95,0.363019,0.30725,1149.0,353.0,2.49,0.296004,0.257843,4509.4,1162.7,2.88,1981,1983
96,0.38842,0.325253,796.0,258.9,2.37,0.322114,0.277432,3346.7,928.5,2.71,1981,1983
97,0.39476,0.329686,537.1,177.1,2.28,0.352667,0.299802,2418.2,725.0,2.56,1981,1983
98,0.417971,0.345721,360.0,124.5,2.15,0.364276,0.30815,1693.2,521.8,2.44,1981,1983
99,0.431591,0.354986,235.5,83.6,2.02,0.367489,0.310446,1171.5,363.7,2.31,1981,1983
100,0.498047,0.398749,151.9,60.6,1.86,0.428356,0.352795,807.8,285.0,2.12,1981,1983
0,0.011559,0.011493,100000.0,1149.3,71.34,0.009016,0.008976,100000.0,897.6,77.25,1982,1984
1,0.000831,0.000831,98850.7,82.1,71.17,0.000667,0.000666,99102.4,66.0,76.95,1982,1984
2,0.000463,0.000463,98768.6,45.7,70.23,0.000412,0.000412,99036.4,40.8,76.0,1982,1984
3,0.000394,0.000394,98722.9,38.9,69.26,0.000263,0.000263,98995.6,26.0,75.03,1982,1984
4,0.000297,0.000297,98684.0,29.3,68.29,0.000252,0.000252,98969.6,24.9,74.05,1982,1984
5,0.000277,0.000277,98654.7,27.3,67.31,0.000219,0.000219,98944.7,21.7,73.07,1982,1984
6,0.000273,0.000273,98627.4,26.9,66.33,0.000208,0.000208,98923.0,20.6,72.08,1982,1984
7,0.000252,0.000252,98600.4,24.9,65.34,0.00018,0.00018,98902.4,17.8,71.1,1982,1984
8,0.000251,0.000251,98575.5,24.8,64.36,0.000174,0.000174,98884.6,17.2,70.11,1982,1984
9,0.000236,0.000236,98550.8,23.2,63.38,0.000155,0.000155,98867.4,15.4,69.12,1982,1984
10,0.000231,0.000231,98527.6,22.8,62.39,0.000178,0.000178,98852.0,17.6,68.13,1982,1984
11,0.000262,0.000262,98504.8,25.8,61.41,0.000154,0.000154,98834.4,15.3,67.14,1982,1984
12,0.000266,0.000266,98479.0,26.2,60.42,0.000186,0.000186,98819.2,18.4,66.15,1982,1984
13,0.000278,0.000278,98452.8,27.4,59.44,0.000191,0.000191,98800.8,18.8,65.17,1982,1984
14,0.000364,0.000364,98425.4,35.8,58.45,0.000206,0.000206,98782.0,20.4,64.18,1982,1984
15,0.00044,0.00044,98389.6,43.3,57.48,0.000247,0.000247,98761.6,24.4,63.19,1982,1984
16,0.000562,0.000562,98346.3,55.3,56.5,0.000293,0.000293,98737.2,28.9,62.21,1982,1984
17,0.000866,0.000865,98291.0,85.0,55.53,0.000332,0.000332,98708.3,32.7,61.23,1982,1984
18,0.000957,0.000957,98206.0,93.9,54.58,0.000303,0.000303,98675.6,29.9,60.25,1982,1984
19,0.000966,0.000965,98112.0,94.7,53.63,0.000328,0.000328,98645.7,32.3,59.26,1982,1984
20,0.00098,0.00098,98017.4,96.1,52.68,0.000341,0.000341,98613.3,33.6,58.28,1982,1984
21,0.000859,0.000858,97921.3,84.1,51.73,0.00033,0.00033,98579.7,32.5,57.3,1982,1984
22,0.000858,0.000858,97837.2,83.9,50.78,0.000317,0.000317,98547.2,31.3,56.32,1982,1984
23,0.000807,0.000807,97753.3,78.9,49.82,0.000311,0.000311,98515.9,30.6,55.34,1982,1984
24,0.000798,0.000797,97674.5,77.9,48.86,0.000342,0.000342,98485.3,33.7,54.36,1982,1984
25,0.000823,0.000822,97596.6,80.3,47.9,0.000406,0.000406,98451.6,40.0,53.37,1982,1984
26,0.000869,0.000868,97516.3,84.7,46.94,0.000397,0.000397,98411.6,39.1,52.4,1982,1984
27,0.000857,0.000857,97431.6,83.5,45.98,0.000424,0.000424,98372.6,41.7,51.42,1982,1984
28,0.000892,0.000891,97348.2,86.8,45.02,0.000443,0.000443,98330.9,43.6,50.44,1982,1984
29,0.000866,0.000866,97261.4,84.2,44.06,0.000469,0.000469,98287.3,46.1,49.46,1982,1984
30,0.000903,0.000903,97177.2,87.7,43.1,0.000488,0.000488,98241.2,48.0,48.48,1982,1984
31,0.000925,0.000924,97089.5,89.7,42.13,0.000533,0.000533,98193.3,52.3,47.51,1982,1984
32,0.001025,0.001025,96999.8,99.4,41.17,0.000601,0.000601,98141.0,59.0,46.53,1982,1984
33,0.00102,0.00102,96900.3,98.8,40.21,0.000643,0.000643,98082.0,63.1,45.56,1982,1984
34,0.001077,0.001076,96801.5,104.2,39.25,0.000689,0.000689,98018.9,67.5,44.59,1982,1984
35,0.001179,0.001178,96697.4,113.9,38.3,0.000754,0.000753,97951.4,73.8,43.62,1982,1984
36,0.001155,0.001155,96583.4,111.5,37.34,0.000809,0.000809,97877.6,79.2,42.65,1982,1984
37,0.001339,0.001338,96471.9,129.1,36.38,0.000865,0.000864,97798.4,84.5,41.69,1982,1984
38,0.001442,0.001441,96342.8,138.8,35.43,0.001046,0.001045,97713.9,102.1,40.72,1982,1984
39,0.001628,0.001627,96204.0,156.5,34.48,0.001176,0.001175,97611.8,114.7,39.76,1982,1984
40,0.001822,0.00182,96047.5,174.8,33.54,0.001201,0.0012,97497.1,117.0,38.81,1982,1984
41,0.002094,0.002092,95872.7,200.5,32.6,0.001349,0.001348,97380.0,131.3,37.86,1982,1984
42,0.00231,0.002308,95672.1,220.8,31.67,0.001508,0.001507,97248.7,146.6,36.91,1982,1984
43,0.00254,0.002536,95451.4,242.1,30.74,0.00173,0.001728,97102.2,167.8,35.96,1982,1984
44,0.002893,0.002889,95209.3,275.1,29.81,0.001893,0.001891,96934.3,183.3,35.02,1982,1984
45,0.003339,0.003333,94934.2,316.5,28.9,0.002172,0.00217,96751.0,209.9,34.09,1982,1984
46,0.00368,0.003673,94617.7,347.6,27.99,0.002365,0.002362,96541.1,228.0,33.16,1982,1984
47,0.00417,0.004161,94270.2,392.3,27.1,0.002632,0.002629,96313.0,253.2,32.24,1982,1984
48,0.004712,0.004701,93877.9,441.3,26.21,0.002898,0.002894,96059.8,278.0,31.32,1982,1984
49,0.005344,0.00533,93436.5,498.0,25.33,0.003388,0.003382,95781.8,324.0,30.41,1982,1984
50,0.005848,0.005831,92938.6,541.9,24.46,0.00371,0.003703,95457.9,353.5,29.51,1982,1984
51,0.006502,0.006481,92396.7,598.8,23.6,0.003929,0.003921,95104.4,372.9,28.62,1982,1984
52,0.00738,0.007353,91797.8,675.0,22.75,0.004593,0.004583,94731.5,434.1,27.73,1982,1984
